lead_variant	distance	gene	chrom	start	end	extreme_pLI	brain_enriched_expression	neurodevelopmental_disorder	PsyOPS_score
rs187167	298207	PROB1	chr5	138726281	138730793	False	False	False	0.08173142683443342
rs187167	303230	MZB1	chr5	138723156	138725770	False	False	False	0.08173142683443342
rs187167	308758	SLC23A1	chr5	138702885	138720242	False	False	False	0.08173142683443342
rs187167	323591	PAIP2	chr5	138677276	138705409	False	False	False	0.08173142683443342
rs187167	361634	MATR3	chr5	138609441	138667366	True	False	False	0.19588246972726464
rs187167	399754	SIL1	chr5	138282413	138629246	False	False	False	0.08173142683443342
rs187167	458362	PURA	chr5	139487362	139505204	False	False	True	0.24990917112601047
rs187167	476522	IGIP	chr5	139505522	139508977	False	False	False	0.08173142683443342
rs616529	0	CXXC5	chr5	139026884	139063467	False	True	False	0.18195635193630075
rs616529	31810	UBE2D2	chr5	138906016	139008019	False	False	False	0.08173142683443342
rs616529	135564	PSD2	chr5	139175393	139224051	False	True	False	0.18195635193630075
rs616529	177309	STING1	chr5	138855118	138862520	False	False	False	0.08173142683443342
rs616529	186535	NRG2	chr5	139226364	139422884	True	True	False	0.378403955734824
rs616529	186544	SMIM33	chr5	138850589	138853285	False	False	False	0.08173142683443342
rs616529	187323	AC138517.1	chr5	138852108	138852506	False	False	False	0.08173142683443342
rs616529	197501	ECSCR	chr5	138784245	138842328	False	False	False	0.08173142683443342
rs616529	259649	DNAJC18	chr5	138744277	138780180	False	False	False	0.08173142683443342
rs616529	300051	SPATA24	chr5	138732252	138739778	False	False	False	0.08173142683443342
rs616529	309036	PROB1	chr5	138726281	138730793	False	False	False	0.08173142683443342
rs616529	314059	MZB1	chr5	138723156	138725770	False	False	False	0.08173142683443342
rs616529	319587	SLC23A1	chr5	138702885	138720242	False	False	False	0.08173142683443342
rs616529	334420	PAIP2	chr5	138677276	138705409	False	False	False	0.08173142683443342
rs616529	372463	MATR3	chr5	138609441	138667366	True	False	False	0.19588246972726464
rs616529	410583	SIL1	chr5	138282413	138629246	False	False	False	0.08173142683443342
rs616529	447533	PURA	chr5	139487362	139505204	False	False	True	0.24990917112601047
rs616529	465693	IGIP	chr5	139505522	139508977	False	False	False	0.08173142683443342
rs601728	0	CXXC5	chr5	139026884	139063467	False	True	False	0.18195635193630075
rs601728	49057	UBE2D2	chr5	138906016	139008019	False	False	False	0.08173142683443342
rs601728	118317	PSD2	chr5	139175393	139224051	False	True	False	0.18195635193630075
rs601728	169288	NRG2	chr5	139226364	139422884	True	True	False	0.378403955734824
rs601728	194556	STING1	chr5	138855118	138862520	False	False	False	0.08173142683443342
rs601728	203791	SMIM33	chr5	138850589	138853285	False	False	False	0.08173142683443342
rs601728	204570	AC138517.1	chr5	138852108	138852506	False	False	False	0.08173142683443342
rs601728	214748	ECSCR	chr5	138784245	138842328	False	False	False	0.08173142683443342
rs601728	276896	DNAJC18	chr5	138744277	138780180	False	False	False	0.08173142683443342
rs601728	317298	SPATA24	chr5	138732252	138739778	False	False	False	0.08173142683443342
rs601728	326283	PROB1	chr5	138726281	138730793	False	False	False	0.08173142683443342
rs601728	331306	MZB1	chr5	138723156	138725770	False	False	False	0.08173142683443342
rs601728	336834	SLC23A1	chr5	138702885	138720242	False	False	False	0.08173142683443342
rs601728	351667	PAIP2	chr5	138677276	138705409	False	False	False	0.08173142683443342
rs601728	389710	MATR3	chr5	138609441	138667366	True	False	False	0.19588246972726464
rs601728	427830	SIL1	chr5	138282413	138629246	False	False	False	0.08173142683443342
rs601728	430286	PURA	chr5	139487362	139505204	False	False	True	0.24990917112601047
rs601728	448446	IGIP	chr5	139505522	139508977	False	False	False	0.08173142683443342
rs601728	497665	CYSTM1	chr5	139554741	139661637	False	False	False	0.08173142683443342
rs601336	0	CXXC5	chr5	139026884	139063467	False	True	False	0.18195635193630075
rs601336	49148	UBE2D2	chr5	138906016	139008019	False	False	False	0.08173142683443342
rs601336	118226	PSD2	chr5	139175393	139224051	False	True	False	0.18195635193630075
rs601336	169197	NRG2	chr5	139226364	139422884	True	True	False	0.378403955734824
rs601336	194647	STING1	chr5	138855118	138862520	False	False	False	0.08173142683443342
rs601336	203882	SMIM33	chr5	138850589	138853285	False	False	False	0.08173142683443342
rs601336	204661	AC138517.1	chr5	138852108	138852506	False	False	False	0.08173142683443342
rs601336	214839	ECSCR	chr5	138784245	138842328	False	False	False	0.08173142683443342
rs601336	276987	DNAJC18	chr5	138744277	138780180	False	False	False	0.08173142683443342
rs601336	317389	SPATA24	chr5	138732252	138739778	False	False	False	0.08173142683443342
rs601336	326374	PROB1	chr5	138726281	138730793	False	False	False	0.08173142683443342
rs601336	331397	MZB1	chr5	138723156	138725770	False	False	False	0.08173142683443342
rs601336	336925	SLC23A1	chr5	138702885	138720242	False	False	False	0.08173142683443342
rs601336	351758	PAIP2	chr5	138677276	138705409	False	False	False	0.08173142683443342
rs601336	389801	MATR3	chr5	138609441	138667366	True	False	False	0.19588246972726464
rs601336	427921	SIL1	chr5	138282413	138629246	False	False	False	0.08173142683443342
rs601336	430195	PURA	chr5	139487362	139505204	False	False	True	0.24990917112601047
rs601336	448355	IGIP	chr5	139505522	139508977	False	False	False	0.08173142683443342
rs601336	497574	CYSTM1	chr5	139554741	139661637	False	False	False	0.08173142683443342
rs601324	0	CXXC5	chr5	139026884	139063467	False	True	False	0.18195635193630075
rs601324	49160	UBE2D2	chr5	138906016	139008019	False	False	False	0.08173142683443342
rs601324	118214	PSD2	chr5	139175393	139224051	False	True	False	0.18195635193630075
rs601324	169185	NRG2	chr5	139226364	139422884	True	True	False	0.378403955734824
rs601324	194659	STING1	chr5	138855118	138862520	False	False	False	0.08173142683443342
rs601324	203894	SMIM33	chr5	138850589	138853285	False	False	False	0.08173142683443342
rs601324	204673	AC138517.1	chr5	138852108	138852506	False	False	False	0.08173142683443342
rs601324	214851	ECSCR	chr5	138784245	138842328	False	False	False	0.08173142683443342
rs601324	276999	DNAJC18	chr5	138744277	138780180	False	False	False	0.08173142683443342
rs601324	317401	SPATA24	chr5	138732252	138739778	False	False	False	0.08173142683443342
rs601324	326386	PROB1	chr5	138726281	138730793	False	False	False	0.08173142683443342
rs601324	331409	MZB1	chr5	138723156	138725770	False	False	False	0.08173142683443342
rs601324	336937	SLC23A1	chr5	138702885	138720242	False	False	False	0.08173142683443342
rs601324	351770	PAIP2	chr5	138677276	138705409	False	False	False	0.08173142683443342
rs601324	389813	MATR3	chr5	138609441	138667366	True	False	False	0.19588246972726464
rs601324	427933	SIL1	chr5	138282413	138629246	False	False	False	0.08173142683443342
rs601324	430183	PURA	chr5	139487362	139505204	False	False	True	0.24990917112601047
rs601324	448343	IGIP	chr5	139505522	139508977	False	False	False	0.08173142683443342
rs601324	497562	CYSTM1	chr5	139554741	139661637	False	False	False	0.08173142683443342
rs682164	0	CXXC5	chr5	139026884	139063467	False	True	False	0.18195635193630075
rs682164	50570	UBE2D2	chr5	138906016	139008019	False	False	False	0.08173142683443342
rs682164	116804	PSD2	chr5	139175393	139224051	False	True	False	0.18195635193630075
rs682164	167775	NRG2	chr5	139226364	139422884	True	True	False	0.378403955734824
rs682164	196069	STING1	chr5	138855118	138862520	False	False	False	0.08173142683443342
rs682164	205304	SMIM33	chr5	138850589	138853285	False	False	False	0.08173142683443342
rs682164	206083	AC138517.1	chr5	138852108	138852506	False	False	False	0.08173142683443342
rs682164	216261	ECSCR	chr5	138784245	138842328	False	False	False	0.08173142683443342
rs682164	278409	DNAJC18	chr5	138744277	138780180	False	False	False	0.08173142683443342
rs682164	318811	SPATA24	chr5	138732252	138739778	False	False	False	0.08173142683443342
rs682164	327796	PROB1	chr5	138726281	138730793	False	False	False	0.08173142683443342
rs682164	332819	MZB1	chr5	138723156	138725770	False	False	False	0.08173142683443342
rs682164	338347	SLC23A1	chr5	138702885	138720242	False	False	False	0.08173142683443342
rs682164	353180	PAIP2	chr5	138677276	138705409	False	False	False	0.08173142683443342
rs682164	391223	MATR3	chr5	138609441	138667366	True	False	False	0.19588246972726464
rs682164	428773	PURA	chr5	139487362	139505204	False	False	True	0.24990917112601047
rs682164	429343	SIL1	chr5	138282413	138629246	False	False	False	0.08173142683443342
rs682164	446933	IGIP	chr5	139505522	139508977	False	False	False	0.08173142683443342
rs682164	496152	CYSTM1	chr5	139554741	139661637	False	False	False	0.08173142683443342
rs34530707	0	CXXC5	chr5	139026884	139063467	False	True	False	0.18195635193630075
rs34530707	50997	UBE2D2	chr5	138906016	139008019	False	False	False	0.08173142683443342
rs34530707	116377	PSD2	chr5	139175393	139224051	False	True	False	0.18195635193630075
rs34530707	167348	NRG2	chr5	139226364	139422884	True	True	False	0.378403955734824
rs34530707	196496	STING1	chr5	138855118	138862520	False	False	False	0.08173142683443342
rs34530707	205731	SMIM33	chr5	138850589	138853285	False	False	False	0.08173142683443342
rs34530707	206510	AC138517.1	chr5	138852108	138852506	False	False	False	0.08173142683443342
rs34530707	216688	ECSCR	chr5	138784245	138842328	False	False	False	0.08173142683443342
rs34530707	278836	DNAJC18	chr5	138744277	138780180	False	False	False	0.08173142683443342
rs34530707	319238	SPATA24	chr5	138732252	138739778	False	False	False	0.08173142683443342
rs34530707	328223	PROB1	chr5	138726281	138730793	False	False	False	0.08173142683443342
rs34530707	333246	MZB1	chr5	138723156	138725770	False	False	False	0.08173142683443342
rs34530707	338774	SLC23A1	chr5	138702885	138720242	False	False	False	0.08173142683443342
rs34530707	353607	PAIP2	chr5	138677276	138705409	False	False	False	0.08173142683443342
rs34530707	391650	MATR3	chr5	138609441	138667366	True	False	False	0.19588246972726464
rs34530707	428346	PURA	chr5	139487362	139505204	False	False	True	0.24990917112601047
rs34530707	429770	SIL1	chr5	138282413	138629246	False	False	False	0.08173142683443342
rs34530707	446506	IGIP	chr5	139505522	139508977	False	False	False	0.08173142683443342
rs34530707	495725	CYSTM1	chr5	139554741	139661637	False	False	False	0.08173142683443342
rs3822742	0	CXXC5	chr5	139026884	139063467	False	True	False	0.18195635193630075
rs3822742	50998	UBE2D2	chr5	138906016	139008019	False	False	False	0.08173142683443342
rs3822742	116376	PSD2	chr5	139175393	139224051	False	True	False	0.18195635193630075
rs3822742	167347	NRG2	chr5	139226364	139422884	True	True	False	0.378403955734824
rs3822742	196497	STING1	chr5	138855118	138862520	False	False	False	0.08173142683443342
rs3822742	205732	SMIM33	chr5	138850589	138853285	False	False	False	0.08173142683443342
rs3822742	206511	AC138517.1	chr5	138852108	138852506	False	False	False	0.08173142683443342
rs3822742	216689	ECSCR	chr5	138784245	138842328	False	False	False	0.08173142683443342
rs3822742	278837	DNAJC18	chr5	138744277	138780180	False	False	False	0.08173142683443342
rs3822742	319239	SPATA24	chr5	138732252	138739778	False	False	False	0.08173142683443342
rs3822742	328224	PROB1	chr5	138726281	138730793	False	False	False	0.08173142683443342
rs3822742	333247	MZB1	chr5	138723156	138725770	False	False	False	0.08173142683443342
rs3822742	338775	SLC23A1	chr5	138702885	138720242	False	False	False	0.08173142683443342
rs3822742	353608	PAIP2	chr5	138677276	138705409	False	False	False	0.08173142683443342
rs3822742	391651	MATR3	chr5	138609441	138667366	True	False	False	0.19588246972726464
rs3822742	428345	PURA	chr5	139487362	139505204	False	False	True	0.24990917112601047
rs3822742	429771	SIL1	chr5	138282413	138629246	False	False	False	0.08173142683443342
rs3822742	446505	IGIP	chr5	139505522	139508977	False	False	False	0.08173142683443342
rs3822742	495724	CYSTM1	chr5	139554741	139661637	False	False	False	0.08173142683443342
rs34510678	1368	CXXC5	chr5	139026884	139063467	False	True	False	0.18195635193630075
rs34510678	56816	UBE2D2	chr5	138906016	139008019	False	False	False	0.08173142683443342
rs34510678	110558	PSD2	chr5	139175393	139224051	False	True	False	0.18195635193630075
rs34510678	161529	NRG2	chr5	139226364	139422884	True	True	False	0.378403955734824
rs34510678	202315	STING1	chr5	138855118	138862520	False	False	False	0.08173142683443342
rs34510678	211550	SMIM33	chr5	138850589	138853285	False	False	False	0.08173142683443342
rs34510678	212329	AC138517.1	chr5	138852108	138852506	False	False	False	0.08173142683443342
rs34510678	222507	ECSCR	chr5	138784245	138842328	False	False	False	0.08173142683443342
rs34510678	284655	DNAJC18	chr5	138744277	138780180	False	False	False	0.08173142683443342
rs34510678	325057	SPATA24	chr5	138732252	138739778	False	False	False	0.08173142683443342
rs34510678	334042	PROB1	chr5	138726281	138730793	False	False	False	0.08173142683443342
rs34510678	339065	MZB1	chr5	138723156	138725770	False	False	False	0.08173142683443342
rs34510678	344593	SLC23A1	chr5	138702885	138720242	False	False	False	0.08173142683443342
rs34510678	359426	PAIP2	chr5	138677276	138705409	False	False	False	0.08173142683443342
rs34510678	397469	MATR3	chr5	138609441	138667366	True	False	False	0.19588246972726464
rs34510678	422527	PURA	chr5	139487362	139505204	False	False	True	0.24990917112601047
rs34510678	435589	SIL1	chr5	138282413	138629246	False	False	False	0.08173142683443342
rs34510678	440687	IGIP	chr5	139505522	139508977	False	False	False	0.08173142683443342
rs34510678	489906	CYSTM1	chr5	139554741	139661637	False	False	False	0.08173142683443342
rs9686540	0	PCDHA2	chr5	140174437	140391932	False	True	True	0.45432907879947937
rs9686540	0	PCDHA1	chr5	140165721	140391932	False	True	True	0.45432907879947937
rs9686540	5991	PCDHA3	chr5	140180613	140391932	False	True	True	0.45432907879947937
rs9686540	12037	PCDHA4	chr5	140186659	140391929	False	True	True	0.45432907879947937
rs9686540	26567	PCDHA5	chr5	140201189	140391932	False	True	True	0.45432907879947937
rs9686540	32941	PCDHA6	chr5	140207563	140391929	False	True	True	0.45432907879947937
rs9686540	46150	PCDHA8	chr5	140220772	140391932	False	True	True	0.45432907879947937
rs9686540	52735	PCDHA9	chr5	140227357	140391932	False	True	True	0.45432907879947937
rs9686540	60846	PCDHA10	chr5	140235468	140391932	False	True	True	0.45432907879947937
rs9686540	65719	AC005609.1	chr5	140240341	140243224	False	False	False	0.08173142683443342
rs9686540	73146	PCDHA11	chr5	140247768	140391932	False	True	True	0.45432907879947937
rs9686540	80265	PCDHA12	chr5	140254887	140391932	False	True	True	0.45432907879947937
rs9686540	87087	PCDHA13	chr5	140261709	140391932	False	True	True	0.45432907879947937
rs9686540	88351	ZMAT2	chr5	140078265	140086271	False	False	False	0.08173142683443342
rs9686540	95732	HARS2	chr5	140071015	140078890	False	False	True	0.24990917112601047
rs9686540	103500	HARS1	chr5	140052620	140071122	False	False	False	0.08173142683443342
rs9686540	120913	WDR55	chr5	140044453	140053709	False	False	False	0.08173142683443342
rs9686540	121461	DND1	chr5	140050379	140053161	False	True	False	0.18195635193630075
rs9686540	131262	PCDHAC1	chr5	140305884	140391932	False	False	True	0.24990917112601047
rs9686540	132557	IK	chr5	140026643	140042065	False	False	False	0.08173142683443342
rs9686540	147266	NDUFA2	chr5	140018325	140027356	False	False	False	0.08173142683443342
rs9686540	149629	TMCO6	chr5	140019020	140024993	False	False	False	0.08173142683443342
rs9686540	161336	CD14	chr5	140011313	140013286	False	False	False	0.08173142683443342
rs9686540	171433	PCDHAC2	chr5	140346055	140391932	False	True	True	0.45432907879947937
rs9686540	225937	SLC35A4	chr5	139944031	139948685	False	False	False	0.08173142683443342
rs9686540	230256	APBB3	chr5	139937853	139944366	False	True	False	0.18195635193630075
rs9686540	237360	SRA1	chr5	139916925	139937262	False	False	False	0.08173142683443342
rs9686540	245461	EIF4EBP3	chr5	139927247	139929161	False	False	False	0.08173142683443342
rs9686540	255181	ANKHD1	chr5	139781399	139919441	True	False	False	0.19588246972726464
rs9686540	256337	PCDHB1	chr5	140430959	140438931	False	False	False	0.08173142683443342
rs9686540	299569	PCDHB2	chr5	140474191	140478287	False	False	False	0.08173142683443342
rs9686540	305435	PCDHB3	chr5	140480057	140483411	False	False	False	0.08173142683443342
rs9686540	326778	PCDHB4	chr5	140501400	140505205	False	False	False	0.08173142683443342
rs9686540	340166	PCDHB5	chr5	140514788	140518197	False	False	False	0.08173142683443342
rs9686540	355016	PCDHB6	chr5	140529638	140532868	False	False	False	0.08173142683443342
rs9686540	377603	PCDHB7	chr5	140552225	140555964	False	False	False	0.08173142683443342
rs9686540	382749	PCDHB8	chr5	140557371	140560120	False	False	False	0.08173142683443342
rs9686540	387340	PCDHB16	chr5	140561962	140565801	False	False	False	0.08173142683443342
rs9686540	392079	PCDHB9	chr5	140566701	140571114	False	True	False	0.18195635193630075
rs9686540	397304	PCDHB10	chr5	140571926	140575220	False	False	False	0.08173142683443342
rs9686540	404561	PCDHB11	chr5	140579183	140583352	False	False	False	0.08173142683443342
rs9686540	413647	PCDHB12	chr5	140588269	140592143	False	False	False	0.08173142683443342
rs9686540	418869	PCDHB13	chr5	140593491	140598551	False	False	False	0.08173142683443342
rs9686540	419896	SLC4A9	chr5	139739779	139754726	False	False	False	0.08173142683443342
rs9686540	428293	PCDHB14	chr5	140602915	140607331	False	False	False	0.08173142683443342
rs9686540	448434	HBEGF	chr5	139712428	139726188	False	False	False	0.08173142683443342
rs9686540	450341	PCDHB15	chr5	140624963	140628933	False	False	False	0.08173142683443342
rs9686540	464830	TAF7	chr5	140639452	140700351	False	False	False	0.08173142683443342
rs9686540	491924	PFDN1	chr5	139624620	139682698	False	False	False	0.08173142683443342
rs11167600	0	PCDHA2	chr5	140174437	140391932	False	True	True	0.45432907879947937
rs11167600	0	PCDHA1	chr5	140165721	140391932	False	True	True	0.45432907879947937
rs11167600	5748	PCDHA3	chr5	140180613	140391932	False	True	True	0.45432907879947937
rs11167600	11794	PCDHA4	chr5	140186659	140391929	False	True	True	0.45432907879947937
rs11167600	26324	PCDHA5	chr5	140201189	140391932	False	True	True	0.45432907879947937
rs11167600	32698	PCDHA6	chr5	140207563	140391929	False	True	True	0.45432907879947937
rs11167600	45907	PCDHA8	chr5	140220772	140391932	False	True	True	0.45432907879947937
rs11167600	52492	PCDHA9	chr5	140227357	140391932	False	True	True	0.45432907879947937
rs11167600	60603	PCDHA10	chr5	140235468	140391932	False	True	True	0.45432907879947937
rs11167600	65476	AC005609.1	chr5	140240341	140243224	False	False	False	0.08173142683443342
rs11167600	72903	PCDHA11	chr5	140247768	140391932	False	True	True	0.45432907879947937
rs11167600	80022	PCDHA12	chr5	140254887	140391932	False	True	True	0.45432907879947937
rs11167600	86844	PCDHA13	chr5	140261709	140391932	False	True	True	0.45432907879947937
rs11167600	88594	ZMAT2	chr5	140078265	140086271	False	False	False	0.08173142683443342
rs11167600	95975	HARS2	chr5	140071015	140078890	False	False	True	0.24990917112601047
rs11167600	103743	HARS1	chr5	140052620	140071122	False	False	False	0.08173142683443342
rs11167600	121156	WDR55	chr5	140044453	140053709	False	False	False	0.08173142683443342
rs11167600	121704	DND1	chr5	140050379	140053161	False	True	False	0.18195635193630075
rs11167600	131019	PCDHAC1	chr5	140305884	140391932	False	False	True	0.24990917112601047
rs11167600	132800	IK	chr5	140026643	140042065	False	False	False	0.08173142683443342
rs11167600	147509	NDUFA2	chr5	140018325	140027356	False	False	False	0.08173142683443342
rs11167600	149872	TMCO6	chr5	140019020	140024993	False	False	False	0.08173142683443342
rs11167600	161579	CD14	chr5	140011313	140013286	False	False	False	0.08173142683443342
rs11167600	171190	PCDHAC2	chr5	140346055	140391932	False	True	True	0.45432907879947937
rs11167600	226180	SLC35A4	chr5	139944031	139948685	False	False	False	0.08173142683443342
rs11167600	230499	APBB3	chr5	139937853	139944366	False	True	False	0.18195635193630075
rs11167600	237603	SRA1	chr5	139916925	139937262	False	False	False	0.08173142683443342
rs11167600	245704	EIF4EBP3	chr5	139927247	139929161	False	False	False	0.08173142683443342
rs11167600	255424	ANKHD1	chr5	139781399	139919441	True	False	False	0.19588246972726464
rs11167600	256094	PCDHB1	chr5	140430959	140438931	False	False	False	0.08173142683443342
rs11167600	299326	PCDHB2	chr5	140474191	140478287	False	False	False	0.08173142683443342
rs11167600	305192	PCDHB3	chr5	140480057	140483411	False	False	False	0.08173142683443342
rs11167600	326535	PCDHB4	chr5	140501400	140505205	False	False	False	0.08173142683443342
rs11167600	339923	PCDHB5	chr5	140514788	140518197	False	False	False	0.08173142683443342
rs11167600	354773	PCDHB6	chr5	140529638	140532868	False	False	False	0.08173142683443342
rs11167600	377360	PCDHB7	chr5	140552225	140555964	False	False	False	0.08173142683443342
rs11167600	382506	PCDHB8	chr5	140557371	140560120	False	False	False	0.08173142683443342
rs11167600	387097	PCDHB16	chr5	140561962	140565801	False	False	False	0.08173142683443342
rs11167600	391836	PCDHB9	chr5	140566701	140571114	False	True	False	0.18195635193630075
rs11167600	397061	PCDHB10	chr5	140571926	140575220	False	False	False	0.08173142683443342
rs11167600	404318	PCDHB11	chr5	140579183	140583352	False	False	False	0.08173142683443342
rs11167600	413404	PCDHB12	chr5	140588269	140592143	False	False	False	0.08173142683443342
rs11167600	418626	PCDHB13	chr5	140593491	140598551	False	False	False	0.08173142683443342
rs11167600	420139	SLC4A9	chr5	139739779	139754726	False	False	False	0.08173142683443342
rs11167600	428050	PCDHB14	chr5	140602915	140607331	False	False	False	0.08173142683443342
rs11167600	448677	HBEGF	chr5	139712428	139726188	False	False	False	0.08173142683443342
rs11167600	450098	PCDHB15	chr5	140624963	140628933	False	False	False	0.08173142683443342
rs11167600	464587	TAF7	chr5	140639452	140700351	False	False	False	0.08173142683443342
rs11167600	492167	PFDN1	chr5	139624620	139682698	False	False	False	0.08173142683443342
rs4151680	0	PCDHA3	chr5	140180613	140391932	False	True	True	0.45432907879947937
rs4151680	0	PCDHA2	chr5	140174437	140391932	False	True	True	0.45432907879947937
rs4151680	0	PCDHA1	chr5	140165721	140391932	False	True	True	0.45432907879947937
rs4151680	2	PCDHA4	chr5	140186659	140391929	False	True	True	0.45432907879947937
rs4151680	14532	PCDHA5	chr5	140201189	140391932	False	True	True	0.45432907879947937
rs4151680	20906	PCDHA6	chr5	140207563	140391929	False	True	True	0.45432907879947937
rs4151680	34115	PCDHA8	chr5	140220772	140391932	False	True	True	0.45432907879947937
rs4151680	40700	PCDHA9	chr5	140227357	140391932	False	True	True	0.45432907879947937
rs4151680	48811	PCDHA10	chr5	140235468	140391932	False	True	True	0.45432907879947937
rs4151680	53684	AC005609.1	chr5	140240341	140243224	False	False	False	0.08173142683443342
rs4151680	61111	PCDHA11	chr5	140247768	140391932	False	True	True	0.45432907879947937
rs4151680	68230	PCDHA12	chr5	140254887	140391932	False	True	True	0.45432907879947937
rs4151680	75052	PCDHA13	chr5	140261709	140391932	False	True	True	0.45432907879947937
rs4151680	100386	ZMAT2	chr5	140078265	140086271	False	False	False	0.08173142683443342
rs4151680	107767	HARS2	chr5	140071015	140078890	False	False	True	0.24990917112601047
rs4151680	115535	HARS1	chr5	140052620	140071122	False	False	False	0.08173142683443342
rs4151680	119227	PCDHAC1	chr5	140305884	140391932	False	False	True	0.24990917112601047
rs4151680	132948	WDR55	chr5	140044453	140053709	False	False	False	0.08173142683443342
rs4151680	133496	DND1	chr5	140050379	140053161	False	True	False	0.18195635193630075
rs4151680	144592	IK	chr5	140026643	140042065	False	False	False	0.08173142683443342
rs4151680	159301	NDUFA2	chr5	140018325	140027356	False	False	False	0.08173142683443342
rs4151680	159398	PCDHAC2	chr5	140346055	140391932	False	True	True	0.45432907879947937
rs4151680	161664	TMCO6	chr5	140019020	140024993	False	False	False	0.08173142683443342
rs4151680	173371	CD14	chr5	140011313	140013286	False	False	False	0.08173142683443342
rs4151680	237972	SLC35A4	chr5	139944031	139948685	False	False	False	0.08173142683443342
rs4151680	242291	APBB3	chr5	139937853	139944366	False	True	False	0.18195635193630075
rs4151680	244302	PCDHB1	chr5	140430959	140438931	False	False	False	0.08173142683443342
rs4151680	249395	SRA1	chr5	139916925	139937262	False	False	False	0.08173142683443342
rs4151680	257496	EIF4EBP3	chr5	139927247	139929161	False	False	False	0.08173142683443342
rs4151680	267216	ANKHD1	chr5	139781399	139919441	True	False	False	0.19588246972726464
rs4151680	287534	PCDHB2	chr5	140474191	140478287	False	False	False	0.08173142683443342
rs4151680	293400	PCDHB3	chr5	140480057	140483411	False	False	False	0.08173142683443342
rs4151680	314743	PCDHB4	chr5	140501400	140505205	False	False	False	0.08173142683443342
rs4151680	328131	PCDHB5	chr5	140514788	140518197	False	False	False	0.08173142683443342
rs4151680	342981	PCDHB6	chr5	140529638	140532868	False	False	False	0.08173142683443342
rs4151680	365568	PCDHB7	chr5	140552225	140555964	False	False	False	0.08173142683443342
rs4151680	370714	PCDHB8	chr5	140557371	140560120	False	False	False	0.08173142683443342
rs4151680	375305	PCDHB16	chr5	140561962	140565801	False	False	False	0.08173142683443342
rs4151680	380044	PCDHB9	chr5	140566701	140571114	False	True	False	0.18195635193630075
rs4151680	385269	PCDHB10	chr5	140571926	140575220	False	False	False	0.08173142683443342
rs4151680	392526	PCDHB11	chr5	140579183	140583352	False	False	False	0.08173142683443342
rs4151680	401612	PCDHB12	chr5	140588269	140592143	False	False	False	0.08173142683443342
rs4151680	406834	PCDHB13	chr5	140593491	140598551	False	False	False	0.08173142683443342
rs4151680	416258	PCDHB14	chr5	140602915	140607331	False	False	False	0.08173142683443342
rs4151680	431931	SLC4A9	chr5	139739779	139754726	False	False	False	0.08173142683443342
rs4151680	438306	PCDHB15	chr5	140624963	140628933	False	False	False	0.08173142683443342
rs4151680	452795	TAF7	chr5	140639452	140700351	False	False	False	0.08173142683443342
rs4151680	460469	HBEGF	chr5	139712428	139726188	False	False	False	0.08173142683443342
rs4151680	495545	SLC25A2	chr5	140682202	140683616	False	False	False	0.08173142683443342
rs3822346	0	PCDHA4	chr5	140186659	140391929	False	True	True	0.45432907879947937
rs3822346	0	PCDHA3	chr5	140180613	140391932	False	True	True	0.45432907879947937
rs3822346	0	PCDHA2	chr5	140174437	140391932	False	True	True	0.45432907879947937
rs3822346	0	PCDHA1	chr5	140165721	140391932	False	True	True	0.45432907879947937
rs3822346	13867	PCDHA5	chr5	140201189	140391932	False	True	True	0.45432907879947937
rs3822346	20241	PCDHA6	chr5	140207563	140391929	False	True	True	0.45432907879947937
rs3822346	33450	PCDHA8	chr5	140220772	140391932	False	True	True	0.45432907879947937
rs3822346	40035	PCDHA9	chr5	140227357	140391932	False	True	True	0.45432907879947937
rs3822346	48146	PCDHA10	chr5	140235468	140391932	False	True	True	0.45432907879947937
rs3822346	53019	AC005609.1	chr5	140240341	140243224	False	False	False	0.08173142683443342
rs3822346	60446	PCDHA11	chr5	140247768	140391932	False	True	True	0.45432907879947937
rs3822346	67565	PCDHA12	chr5	140254887	140391932	False	True	True	0.45432907879947937
rs3822346	74387	PCDHA13	chr5	140261709	140391932	False	True	True	0.45432907879947937
rs3822346	101051	ZMAT2	chr5	140078265	140086271	False	False	False	0.08173142683443342
rs3822346	108432	HARS2	chr5	140071015	140078890	False	False	True	0.24990917112601047
rs3822346	116200	HARS1	chr5	140052620	140071122	False	False	False	0.08173142683443342
rs3822346	118562	PCDHAC1	chr5	140305884	140391932	False	False	True	0.24990917112601047
rs3822346	133613	WDR55	chr5	140044453	140053709	False	False	False	0.08173142683443342
rs3822346	134161	DND1	chr5	140050379	140053161	False	True	False	0.18195635193630075
rs3822346	145257	IK	chr5	140026643	140042065	False	False	False	0.08173142683443342
rs3822346	158733	PCDHAC2	chr5	140346055	140391932	False	True	True	0.45432907879947937
rs3822346	159966	NDUFA2	chr5	140018325	140027356	False	False	False	0.08173142683443342
rs3822346	162329	TMCO6	chr5	140019020	140024993	False	False	False	0.08173142683443342
rs3822346	174036	CD14	chr5	140011313	140013286	False	False	False	0.08173142683443342
rs3822346	238637	SLC35A4	chr5	139944031	139948685	False	False	False	0.08173142683443342
rs3822346	242956	APBB3	chr5	139937853	139944366	False	True	False	0.18195635193630075
rs3822346	243637	PCDHB1	chr5	140430959	140438931	False	False	False	0.08173142683443342
rs3822346	250060	SRA1	chr5	139916925	139937262	False	False	False	0.08173142683443342
